gwcode,year,elected,age,male,militarycareer,tenure_months,government,anticipation,ref_ant,leg_ant,exec_ant,irreg_lead_ant,election_now,election_recent,leg_recent,exec_recent,lead_recent,ref_recent,direct_recent,indirect_recent,victory_recent,defeat_recent,change_recent,nochange_recent,delayed,lastelection,loss,irregular,prev_conflict
2,2016,1,55,1,0,96,Presidential Democracy,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0.6931471824645996,0.6931471824645996,7.913520812988281,1
2,2017,1,71,1,0,12,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573978424072,2.6390573978424072,7.917900562286377,1
2,2018,1,72,1,0,24,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25809645652771,3.25809645652771,7.922260761260986,1
2,2019,1,73,1,0,36,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6375861167907715,3.6375861167907715,7.926602363586426,1
20,1950,1,68,1,0,26,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.890371799468994,5.433722019195557,5.433722019195557,0
20,1951,1,69,1,0,38,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4011974334716797,5.48479700088501,5.48479700088501,0
20,1952,1,70,1,0,50,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7376697063446045,5.533389568328857,5.533389568328857,0
20,1953,1,71,1,0,62,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.6094379425048828,5.579730033874512,5.579730033874512,0
20,1954,1,72,1,0,74,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8332133293151855,5.624017715454102,5.624017715454102,0
20,1955,1,73,1,0,86,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.367295742034912,5.666426658630371,5.666426658630371,0
20,1956,1,74,1,0,98,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7135720252990723,5.707110404968262,5.707110404968262,0
20,1957,1,62,1,0,7,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1.945910096168518,1.945910096168518,5.746203422546387,0
20,1958,1,63,1,0,19,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,2.944438934326172,5.783825397491455,0
20,1959,1,64,1,0,31,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,3.4339871406555176,5.820082664489746,0
20,1960,1,65,1,0,43,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,3.761200189590454,5.855072021484375,0
20,1961,1,66,1,0,55,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641414642334,4.007333278656006,5.888877868652344,0
20,1962,1,67,1,0,67,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,4.204692840576172,5.921578407287598,0
20,1963,1,66,1,0,9,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972246170043945,2.1972246170043945,5.953243255615234,0
20,1964,1,67,1,0,21,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.044522523880005,3.044522523880005,5.983936309814453,0
20,1965,1,68,1,0,33,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.6931471824645996,3.4965076446533203,6.0137152671813965,0
20,1966,1,69,1,0,45,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573978424072,3.8066625595092773,6.042633056640625,0
20,1967,1,70,1,0,57,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25809645652771,4.043051242828369,6.070737838745117,0
20,1968,1,49,1,0,9,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,4.234106540679932,6.098074436187744,0
20,1969,1,50,1,0,21,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,4.394449234008789,6.124683380126953,0
20,1970,1,51,1,0,33,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,4.532599449157715,6.1506028175354,0
20,1971,1,52,1,0,45,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761200189590454,4.653960227966309,6.175867080688477,0
20,1972,1,53,1,0,57,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.0986123085021973,4.762174129486084,6.200509071350098,0
20,1973,1,54,1,0,69,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,4.859812259674072,6.224558353424072,0
20,1974,1,55,1,0,81,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.7917594909667969,4.948760032653809,6.248043060302734,0
20,1975,1,56,1,0,93,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.890371799468994,5.03043794631958,6.270988464355469,0
20,1976,1,57,1,0,105,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4011974334716797,5.105945587158203,6.293419361114502,0
20,1977,1,58,1,0,117,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7376697063446045,5.176149845123291,6.315357685089111,0
20,1978,1,59,1,0,129,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889841079711914,5.24174690246582,6.336825847625732,0
20,1979,1,40,1,0,7,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441547393799,2.079441547393799,6.357841968536377,0
20,1980,1,61,1,0,10,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397895336151123,2.397895336151123,6.3784260749816895,0
20,1981,1,62,1,0,22,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1354942321777344,3.1354942321777344,6.398594856262207,0
20,1982,1,63,1,0,34,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5553481578826904,3.5553481578826904,6.418365001678467,0
20,1983,1,64,1,0,46,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8501474857330322,3.8501474857330322,6.437751770019531,0
20,1984,1,45,1,0,4,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1.3862943649291992,1.3862943649291992,6.456769943237305,0
20,1985,1,46,1,0,16,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7725887298583984,2.7725887298583984,6.475432872772217,0
20,1986,1,47,1,0,28,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.332204580307007,3.332204580307007,6.493753433227539,0
20,1987,1,48,1,0,40,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6888794898986816,3.6888794898986816,6.511745452880859,0
20,1988,1,49,1,0,52,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.6931471824645996,3.9512436389923096,6.5294189453125,0
20,1989,1,50,1,0,64,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573978424072,4.158883094787598,6.546785354614258,0
20,1990,1,51,1,0,76,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25809645652771,4.330733299255371,6.5638556480407715,0
20,1991,1,52,1,0,88,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6375861167907715,4.477336883544922,6.580638885498047,0
20,1992,1,53,1,0,100,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9120230674743652,4.605170249938965,6.5971455574035645,0
20,1993,1,54,1,0,2,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1.0986123085021973,1.0986123085021973,6.613384246826172,0
20,1994,1,55,1,0,14,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,2.70805025100708,6.629363059997559,0
20,1995,1,56,1,0,26,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836925506592,3.295836925506592,6.6450910568237305,0
20,1996,1,57,1,0,38,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6635615825653076,3.6635615825653076,6.6605753898620605,0
20,1997,1,58,1,0,50,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,3.931825637817383,6.675823211669922,0
20,1998,1,59,1,0,62,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,4.143134593963623,6.690842151641846,0
20,1999,1,60,1,0,74,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,4.317488193511963,6.705639362335205,0
20,2000,1,61,1,0,86,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.6931471824645996,4.465908050537109,6.72022008895874,0
20,2001,1,62,1,0,98,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573978424072,4.595119953155518,6.734591960906982,0
20,2002,1,63,1,0,110,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25809645652771,4.709530353546143,6.748759746551514,0
20,2003,0,65,1,0,1,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6375861167907715,4.8121843338012695,6.762729644775391,0
20,2004,1,66,1,0,13,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,4.905274868011475,6.7765069007873535,0
20,2005,1,67,1,0,25,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,4.9904327392578125,6.790097236633301,0
20,2006,1,47,1,0,11,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066734313965,2.4849066734313965,6.8035054206848145,0
20,2007,1,48,1,0,23,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178053855895996,3.178053855895996,6.816735744476318,0
20,2008,1,49,1,0,35,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1.0986123085021973,1.0986123085021973,6.829793930053711,0
20,2009,1,50,1,0,47,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,2.70805025100708,6.8426833152771,0
20,2010,1,51,1,0,59,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836925506592,3.295836925506592,6.855408668518066,0
20,2011,1,52,1,0,71,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441547393799,3.6635615825653076,6.867974281311035,0
20,2012,1,53,1,0,83,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995732307434082,3.931825637817383,6.8803839683532715,0
20,2013,1,54,1,0,95,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.465735912322998,4.143134593963623,6.892641544342041,0
20,2014,1,55,1,0,107,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7841897010803223,4.317488193511963,6.904750823974609,0
20,2015,1,44,1,0,2,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1.0986123085021973,1.0986123085021973,6.916715145111084,0
20,2016,1,45,1,0,14,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,2.70805025100708,6.928537845611572,0
20,2017,1,46,1,0,26,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836925506592,3.295836925506592,6.940222263336182,0
20,2018,1,47,1,0,38,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6635615825653076,3.6635615825653076,6.951772212982178,0
20,2019,1,48,1,0,50,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.0986123085021973,3.931825637817383,6.963190078735352,0
31,1973,1,43,1,0,6,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945910096168518,1.945910096168518,1.945910096168518,0
31,1974,1,44,1,0,18,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,2.944438934326172,2.944438934326172,0
31,1975,1,45,1,0,30,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,3.4339871406555176,3.4339871406555176,0
31,1976,1,46,1,0,42,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761200189590454,3.761200189590454,3.761200189590454,0
31,1977,1,47,1,0,54,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.7917594909667969,4.007333278656006,4.007333278656006,0
31,1978,1,48,1,0,66,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.890371799468994,4.204692840576172,4.204692840576172,0
31,1979,1,49,1,0,78,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4011974334716797,4.369447708129883,4.369447708129883,0
31,1980,1,50,1,0,90,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7376697063446045,4.510859489440918,4.510859489440918,0
31,1981,1,51,1,0,102,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9889841079711914,4.634728908538818,4.634728908538818,0
31,1982,1,52,1,0,114,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,4.744932174682617,4.744932174682617,0
31,1983,1,53,1,0,126,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,4.844187259674072,4.844187259674072,0
31,1984,1,54,1,0,138,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,4.934473991394043,4.934473991394043,0
31,1985,1,55,1,0,150,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761200189590454,5.017280101776123,5.017280101776123,0
31,1986,1,56,1,0,162,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007333278656006,5.09375,5.09375,0
31,1987,1,57,1,0,174,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,5.164785861968994,5.164785861968994,0
